objectid,stationcode,sampledate,fieldreplicate,sampletypecode,fieldsampleid,labsampleid,labbatch,analysisdate,labreplicate,matrixname,methodname,analytename,fractionname,unit,dilfactor,result,resqualcode,mdl,rl,qacode,expectedvalue,labagencycode,labresultcomments,globalid,created_user,created_date,last_edited_user,last_edited_date,login_email,login_agency,login_owner,login_year,login_project,lastchangedate,submissionid,legacy,projectcode,chemistryresultsrecordid,chemistrybatchrecordid
87869,911M24913,2015-04-23T07:00:00Z,1,Grab,911M24913,5D24048-01,W5D1370_2015_WS,2015-04-28T07:00:00Z,1,samplewater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,470,=,0.56,10,None,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:12Z,5600,NA,NA,157842,6301
87870,911M24916,2015-04-23T07:00:00Z,1,Grab,911M24916,5D24048-02,W5D1370_2015_WS,2015-04-28T07:00:00Z,1,samplewater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,300,=,0.56,10,None,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:12Z,5600,NA,NA,157843,6301
87871,000NONPJ,2015-04-27T07:00:00Z,1,Grab,5D22036-01,5D22036-01,W5D1370_2015_WS,2015-04-28T07:00:00Z,1,samplewater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,126,=,0.56,10,DS,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:41Z,5600,NA,NA,157844,6301
87943,906M23318,2015-04-28T07:00:00Z,1,Grab,906M23318,5D29016-02,W5D1631_2015_WS,2015-05-01T07:00:00Z,1,samplewater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,350,=,0.56,10,None,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:11Z,5600,NA,NA,157916,6309
87944,907M23325,2015-04-28T07:00:00Z,1,Grab,907M23325,5D29016-01,W5D1631_2015_WS,2015-05-01T07:00:00Z,1,samplewater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,420,=,0.56,10,None,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:11Z,5600,NA,NA,157917,6309
87945,907M23325,2015-04-28T07:00:00Z,1,Grab,907M23325,W5D1631-DUP1,W5D1631_2015_WS,2015-05-01T07:00:00Z,2,samplewater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,424,=,0.56,10,None,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:11Z,5600,NA,NA,157918,6309
87946,LABQA,2015-04-30T07:00:00Z,1,LabBlank,Procedural Blank,W5D1631-BLK1,W5D1631_2015_WS,2015-05-01T07:00:00Z,1,blankwater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,4.3,DNQ,0.56,10,J,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:31Z,5600,NA,NA,157919,6309
87947,LABQA,2015-04-30T07:00:00Z,1,BlankSp,Procedural Blank,W5D1631-BS1,W5D1631_2015_WS,2015-05-01T07:00:00Z,1,blankwater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,253,=,0.56,10,None,250,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:31Z,5600,NA,NA,157920,6309
88035,LABQA,2015-05-08T07:00:00Z,1,BlankSp,Procedural Blank,W5E0415-BS1,W5E0415_2015_WS,2015-05-08T07:00:00Z,1,blankwater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,256,=,0.56,2,None,250,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:32Z,5600,NA,NA,158008,6315
88036,LABQA,2015-05-08T07:00:00Z,1,LabBlank,Procedural Blank,W5E0415-BLK1,W5E0415_2015_WS,2015-05-08T07:00:00Z,1,blankwater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,1.41,DNQ,0.56,2,J,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:32Z,5600,NA,NA,158009,6315
88037,000NONPJ,2015-05-08T07:00:00Z,1,Grab,5D29047-17,W5E0415-DUP1,W5E0415_2015_WS,2015-05-08T07:00:00Z,2,samplewater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,4.64,=,0.56,2,DS,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:42Z,5600,NA,NA,158010,6315
88038,909M24923,2015-05-07T07:00:00Z,1,Grab,909M24923,5E08028-01,W5E0415_2015_WS,2015-05-08T07:00:00Z,1,samplewater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,420,=,0.56,2,None,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:12Z,5600,NA,NA,158011,6315
88039,000NONPJ,2015-05-08T07:00:00Z,1,Grab,5D29047-17,5D29047-17,W5E0415_2015_WS,2015-05-08T07:00:00Z,1,samplewater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,4.64,=,0.56,2,DS,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:42Z,5600,NA,NA,158012,6315
88194,905WE1018,2015-06-09T07:00:00Z,1,Grab,905WE1018,5F10030-01,W5F0672_2015_WS,2015-06-12T07:00:00Z,1,samplewater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,110,=,0.56,10,None,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:11Z,5600,NA,NA,158167,6330
88195,905WE1018,2015-06-09T07:00:00Z,1,Grab,905WE1018,W5F0672-DUP1,W5F0672_2015_WS,2015-06-12T07:00:00Z,2,samplewater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,109,=,0.56,10,None,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:11Z,5600,NA,NA,158168,6330
88196,LABQA,2015-06-12T07:00:00Z,1,LabBlank,Procedural Blank,W5F0672-BLK1,W5F0672_2015_WS,2015-06-12T07:00:00Z,1,blankwater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,4.35,DNQ,0.56,10,J,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:32Z,5600,NA,NA,158169,6330
88197,LABQA,2015-06-12T07:00:00Z,1,BlankSp,Procedural Blank,W5F0672-BS1,W5F0672_2015_WS,2015-06-12T07:00:00Z,1,blankwater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,240,=,0.56,10,None,250,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:32Z,5600,NA,NA,158170,6330
88305,LABQA,2015-06-23T07:00:00Z,1,BlankSp,Procedural Blank,W5F1255-BS1,W5F1255_2015_WS,2015-06-23T07:00:00Z,1,blankwater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,254,=,0.56,10,None,250,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:33Z,5600,NA,NA,158278,6340
88306,LABQA,2015-06-23T07:00:00Z,1,LabBlank,Procedural Blank,W5F1255-BLK1,W5F1255_2015_WS,2015-06-23T07:00:00Z,1,blankwater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,4.34,DNQ,0.56,10,J,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:33Z,5600,NA,NA,158279,6340
88307,902WE0888,2015-06-16T07:00:00Z,1,Grab,902WE0888,5F17034-01,W5F1255_2015_WS,2015-06-23T07:00:00Z,1,samplewater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,230,=,0.56,10,None,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:08Z,5600,NA,NA,158280,6340
88308,902WE0888,2015-06-16T07:00:00Z,1,Grab,902WE0888,W5F1255-DUP1,W5F1255_2015_WS,2015-06-23T07:00:00Z,2,samplewater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,236,=,0.56,10,None,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:08Z,5600,NA,NA,158281,6340
88436,909WE0662,2015-06-22T07:00:00Z,1,Grab,909WE0662,5F23004-01,W5F1392_2015_WS,2015-06-25T07:00:00Z,1,samplewater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,100,=,0.56,10,None,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:12Z,5600,NA,NA,158409,6351
88437,904M21713,2015-06-22T07:00:00Z,1,Grab,904M21713,5F23004-03,W5F1392_2015_WS,2015-06-25T07:00:00Z,1,samplewater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,290,=,0.56,10,None,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:10Z,5600,NA,NA,158410,6351
88438,904M21713,2015-06-22T07:00:00Z,1,Grab,904M21713,W5F1392-DUP1,W5F1392_2015_WS,2015-06-25T07:00:00Z,2,samplewater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,273,=,0.56,10,None,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:10Z,5600,NA,NA,158411,6351
88439,904M21720,2015-06-22T07:00:00Z,1,Grab,904M21720,5F23004-04,W5F1392_2015_WS,2015-06-25T07:00:00Z,1,samplewater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,220,=,0.56,10,None,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:10Z,5600,NA,NA,158412,6351
88440,904WE1125,2015-06-22T07:00:00Z,1,Grab,904WE1125,5F23004-02,W5F1392_2015_WS,2015-06-25T07:00:00Z,1,samplewater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,340,=,0.56,10,None,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:10Z,5600,NA,NA,158413,6351
88441,905M21721,2015-06-22T07:00:00Z,1,Grab,905M21721,5F23004-05,W5F1392_2015_WS,2015-06-25T07:00:00Z,1,samplewater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,300,=,0.56,10,None,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:10Z,5600,NA,NA,158414,6351
88442,LABQA,2015-06-25T07:00:00Z,1,LabBlank,Procedural Blank,W5F1392-BLK1,W5F1392_2015_WS,2015-06-25T07:00:00Z,1,blankwater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,4.42,DNQ,0.56,10,J,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:34Z,5600,NA,NA,158415,6351
88443,LABQA,2015-06-25T07:00:00Z,1,BlankSp,Procedural Blank,W5F1392-BS1,W5F1392_2015_WS,2015-06-25T07:00:00Z,1,blankwater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,253,=,0.56,10,None,250,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:34Z,5600,NA,NA,158416,6351
88608,903M20153,2015-06-24T07:00:00Z,1,Grab,903M20153,5F25018-02,W5G0142_2015_WS,2015-07-04T07:00:00Z,1,samplewater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,170,=,0.56,10,None,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:09Z,5600,NA,NA,158581,6364
88617,LABQA,2015-07-04T07:00:00Z,1,BlankSp,Procedural Blank,W5G0142-BS1,W5G0142_2015_WS,2015-07-04T07:00:00Z,1,blankwater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,255,=,0.56,10,None,250,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:35Z,5600,NA,NA,158590,6364
88618,LABQA,2015-07-04T07:00:00Z,1,LabBlank,Procedural Blank,W5G0142-BLK1,W5G0142_2015_WS,2015-07-04T07:00:00Z,1,blankwater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,4.58,DNQ,0.56,10,J,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:35Z,5600,NA,NA,158591,6364
88619,906M23302,2015-06-23T07:00:00Z,1,Grab,906M23302,5F24005-01,W5G0142_2015_WS,2015-07-04T07:00:00Z,1,samplewater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,290,=,0.56,10,None,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:11Z,5600,NA,NA,158592,6364
88620,906M23302,2015-06-23T07:00:00Z,1,Grab,906M23302,W5G0142-DUP1,W5G0142_2015_WS,2015-07-04T07:00:00Z,2,samplewater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,291,=,0.56,10,None,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:11Z,5600,NA,NA,158593,6364
88621,903M20124,2015-06-24T07:00:00Z,1,Grab,903M20124,5F25018-01,W5G0142_2015_WS,2015-07-04T07:00:00Z,1,samplewater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,270,=,0.56,10,None,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:09Z,5600,NA,NA,158594,6364
88622,902M20161,2015-06-25T07:00:00Z,1,Grab,902M20161,5F26015-01,W5G0142_2015_WS,2015-07-04T07:00:00Z,1,samplewater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,140,=,0.56,10,None,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:08Z,5600,NA,NA,158595,6364
88642,FBLANK,2015-06-25T07:00:00Z,1,FieldBlank,FIELD BLANK 062515,5F26015-02,W5G0292_2015_WS,2015-07-07T07:00:00Z,1,blankwater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,3,=,0.56,2,None,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:14Z,5600,NA,NA,158615,6366
88643,FBLANK,2015-06-25T07:00:00Z,1,FieldBlank,FIELD BLANK 062515,W5G0292-DUP1,W5G0292_2015_WS,2015-07-07T07:00:00Z,2,blankwater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,3.01,=,0.56,2,None,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:14Z,5600,NA,NA,158616,6366
88644,LABQA,2015-07-07T07:00:00Z,1,LabBlank,Procedural Blank,W5G0292-BLK1,W5G0292_2015_WS,2015-07-07T07:00:00Z,1,blankwater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,1.5,DNQ,0.56,2,J,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:35Z,5600,NA,NA,158617,6366
88645,LABQA,2015-07-07T07:00:00Z,1,BlankSp,Procedural Blank,W5G0292-BS1,W5G0292_2015_WS,2015-07-07T07:00:00Z,1,blankwater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,251,=,0.56,2,None,250,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:35Z,5600,NA,NA,158618,6366
88740,LABQA,2015-07-15T07:00:00Z,1,BlankSp,Procedural Blank,W5G0795-BS1,W5G0795_2015_WS,2015-07-16T07:00:00Z,1,blankwater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,258,=,0.56,10,None,250,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:35Z,5600,NA,NA,158713,6374
88741,LABQA,2015-07-15T07:00:00Z,1,LabBlank,Procedural Blank,W5G0795-BLK1,W5G0795_2015_WS,2015-07-16T07:00:00Z,1,blankwater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,4.12,DNQ,0.56,10,J,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:35Z,5600,NA,NA,158714,6374
88742,903M20124,2015-07-09T07:00:00Z,1,Grab,903M20124,5G10016-01,W5G0795_2015_WS,2015-07-16T07:00:00Z,1,samplewater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,270,=,0.56,10,None,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:09Z,5600,NA,NA,158715,6374
88743,903M20124,2015-07-09T07:00:00Z,2,Grab,903M20124 DUPLICATE,5G10016-02,W5G0795_2015_WS,2015-07-16T07:00:00Z,1,samplewater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,270,=,0.56,10,None,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:09Z,5600,NA,NA,158716,6374
88744,903M20124,2015-07-09T07:00:00Z,1,Grab,903M20124,W5G0795-DUP1,W5G0795_2015_WS,2015-07-16T07:00:00Z,2,samplewater,SM 2320B,Alkalinity as CaCO3,Total,mg/L,1,269,=,0.56,10,None,-88,WKL,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:09Z,5600,NA,NA,158717,6374
88990,LABQA,2014-01-01T08:00:00Z,1,BlankSp,Laboratory Control Sample,099-15-859-690,F0507ALKB1_2015_WS,2015-05-07T07:00:00Z,1,blankwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,99,=,0.8484,1,None,100,CalScience,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:25Z,5601,NA,NA,158963,6420
88991,LABQA,2014-01-01T08:00:00Z,1,LabBlank,Method Blank,099-15-859-690,F0507ALKB1_2015_WS,2015-05-07T07:00:00Z,1,blankwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-88,ND,0.85,1,None,-88,CalScience,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:25Z,5601,NA,NA,158964,6420
88992,000NONPJ,2015-04-29T07:00:00Z,1,Grab,15-05-0020-2,15-05-0020-2,F0507ALKB1_2015_WS,2015-05-07T07:00:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,69,=,0.8484,1,DS,-88,CalScience,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:41Z,5601,NA,NA,158965,6420
88993,403M05771,2015-04-30T07:00:00Z,1,Grab,403M05771,15-04-2288-1,F0507ALKB1_2015_WS,2015-05-07T07:00:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,261,=,0.848,5,None,-88,CalScience,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:59Z,5601,NA,NA,158966,6420
89004,404M07346,2015-07-01T07:00:00Z,1,Grab,404M07346,15-07-0121-1,F0702ALKB1_2015_WS,2015-07-02T07:00:00Z,2,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,389,=,0.8484,5,None,-88,CalScience,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:00Z,5601,NA,NA,158977,6424
89005,404M07346,2015-07-01T07:00:00Z,1,Grab,404M07346,15-07-0121-1,F0702ALKB1_2015_WS,2015-07-02T07:00:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,390,=,0.848,5,None,-88,CalScience,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:00Z,5601,NA,NA,158978,6424
89006,LABQA,2014-01-01T08:00:00Z,1,LabBlank,Method Blank,099-15-859-745,F0702ALKB1_2015_WS,2015-07-02T07:00:00Z,1,blankwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-88,ND,0.85,1,None,-88,CalScience,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:25Z,5601,NA,NA,158979,6424
89007,LABQA,2014-01-01T08:00:00Z,1,BlankSp,Laboratory Control Sample,099-15-859-745,F0702ALKB1_2015_WS,2015-07-02T07:00:00Z,1,blankwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,96,=,0.8484,1,None,100,CalScience,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:25Z,5601,NA,NA,158980,6424
89043,LABQA,2014-01-01T08:00:00Z,1,BlankSp,Laboratory Control Sample,099-15-859-746,F0707ALKB1_2015_WS,2015-07-07T07:00:00Z,1,blankwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,98,=,0.8484,1,None,100,CalScience,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:25Z,5601,NA,NA,159016,6430
89044,LABQA,2014-01-01T08:00:00Z,1,LabBlank,Method Blank,099-15-859-746,F0707ALKB1_2015_WS,2015-07-07T07:00:00Z,1,blankwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-88,ND,0.85,1,None,-88,CalScience,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:25Z,5601,NA,NA,159017,6430
89045,000NONPJ,2015-06-26T07:00:00Z,1,Grab,15-06-2179-1,15-06-2179-1,F0707ALKB1_2015_WS,2015-07-07T07:00:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,286,=,0.8484,5,DS,-88,CalScience,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:45Z,5601,NA,NA,159018,6430
89046,000NONPJ,2015-06-26T07:00:00Z,1,Grab,15-06-2179-1,15-06-2179-1,F0707ALKB1_2015_WS,2015-07-07T07:00:00Z,2,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,288,=,0.8484,5,DS,-88,CalScience,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:45Z,5601,NA,NA,159019,6430
89047,403M05757,2015-06-29T07:00:00Z,1,Grab,403M05757,15-06-2315-1,F0707ALKB1_2015_WS,2015-07-07T07:00:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,207,=,0.848,5,None,-88,CalScience,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:59Z,5601,NA,NA,159020,6430
89048,403M05757,2015-06-29T07:00:00Z,2,Grab,403M05757-DUP,15-06-2315-2,F0707ALKB1_2015_WS,2015-07-07T07:00:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,207,=,0.848,5,None,-88,CalScience,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:59Z,5601,NA,NA,159021,6430
89049,403M05758,2015-06-29T07:00:00Z,1,Grab,403M05758,15-06-2315-3,F0707ALKB1_2015_WS,2015-07-07T07:00:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,212,=,0.848,5,None,-88,CalScience,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:22:59Z,5601,NA,NA,159022,6430
89050,SMC01384,2015-06-30T07:00:00Z,1,Grab,SMC01384,15-07-0032-1,F0707ALKB1_2015_WS,2015-07-07T07:00:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,262,=,0.848,5,None,-88,CalScience,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:08Z,5601,NA,NA,159023,6430
89051,SMC01640,2015-06-30T07:00:00Z,1,Grab,SMC01640,15-07-0032-2,F0707ALKB1_2015_WS,2015-07-07T07:00:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,50,=,0.848,1,None,-88,CalScience,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:26:12Z,5601,NA,NA,159024,6430
89078,404M07349,2015-07-15T07:00:00Z,1,Grab,404M07349,15-07-0918-1,F0720ALKB2_2015_WS,2015-07-20T07:00:00Z,2,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,234,=,0.8484,5,None,-88,CalScience,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:00Z,5601,NA,NA,159051,6436
89079,404M07349,2015-07-15T07:00:00Z,1,Grab,404M07349,15-07-0918-1,F0720ALKB2_2015_WS,2015-07-20T07:00:00Z,1,samplewater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,235,=,0.848,5,None,-88,CalScience,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:23:00Z,5601,NA,NA,159052,6436
89080,LABQA,2014-01-01T08:00:00Z,1,LabBlank,Method Blank,099-15-859-754,F0720ALKB2_2015_WS,2015-07-20T07:00:00Z,1,blankwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,-88,ND,0.85,1,None,-88,CalScience,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:25Z,5601,NA,NA,159053,6436
89081,LABQA,2014-01-01T08:00:00Z,1,BlankSp,Laboratory Control Sample,099-15-859-754,F0720ALKB2_2015_WS,2015-07-20T07:00:00Z,1,blankwater,SM 2320 B,Alkalinity as CaCO3,Total,mg/L,1,100,=,0.8484,5,None,100,CalScience,,{00000000-0000-0000-0000-000000000000},NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-11T22:24:25Z,5601,NA,NA,159054,6436
