objectid,stationcode,sampledate,sampletypecode,matrixname,fieldreplicate,labreplicate,fractionname,record_origin,origin_lastupdatedate,record_publish,total_n_mgl,total_n_mgl_rl,total_n_mgl_mdl,total_n_mgl_method,total_p_mgl,total_p_mgl_rl,total_p_mgl_mdl,total_p_mgl_method
1170,SMC02804,2011-06-20T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,6.09,0.30000000000000004,0.14,calculated,0.36,0.1,0.05,reported
1171,SMC02884,2010-06-23T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,5.4,0.2,0.081,partial,1.1,0.02,0.0022,partial
1172,SMC02884,2010-06-23T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,5.4,0.1,0.074,reported,1.2,0.1,0.014,reported
1173,SMC02884,2014-05-27T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,5.4,0.2,0.06,reported,1.6,0.1,0.014,reported
1174,SMC02884,2014-05-27T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,5.3,0.2,0.06,reported,1.5,0.25,0.035,reported
1175,SMC02902,2011-08-02T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,1.4,0.1,0.074,partial,NA,NA,NA,NA
1176,SMC02902,2011-08-02T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.5,0.1,0.074,reported,0.22,0.01,0.00083,reported
1177,SMC02905,2013-07-09T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.6300000000000001,0.2,0.060000000000000005,calculated,0.096,0.01,0.00083,reported
1178,SMC02933,2010-06-15T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,1.2,0.1,0.074,reported,0.037,0.01,0.00083,partial
1179,SMC02933,2010-06-15T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.44,0.1,0.074,partial,0.063,0.01,0.00083,reported
1180,SMC02947,2011-07-12T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,8.8,0.1,0.01,partial,0.0619,0.0098,0.00085,reported
1181,SMC02972,2012-07-18T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.155,0.2,0.12,calculated,0.0,0.05,0.016,reported
1182,SMC02972,2012-07-18T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,NA,NA,NA,NA,0.0,0.05,0.016,reported
1183,SMC02976,2010-07-27T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.5,0.0,reported,0.0,0.1,0.0,reported
1184,SMC02976,2014-07-25T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.12,0.5,0.42000000000000004,calculated,0.0,0.05,0.016,reported
1185,SMC02976,2014-07-25T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.12,0.15000000000000002,0.04,partial,0.0,0.05,0.016,reported
1186,SMC02984,2010-06-23T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,2.2600000000000002,0.2,0.081,partial,0.0038,0.002,0.00022,partial
1187,SMC02984,2010-06-23T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,3.3000000000000003,0.1,0.074,reported,0.022,0.01,0.0014,reported
1188,SMC03011,2013-06-13T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.23,0.2,0.060000000000000005,calculated,0.022,0.03,0.0026,reported
1189,SMC03110,2011-07-26T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.56,0.1,0.074,partial,NA,NA,NA,NA
1190,SMC03110,2011-07-26T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.0,0.1,0.074,reported,0.19,0.01,0.00083,reported
1191,SMC03133,2010-06-02T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,3.0,0.2,0.2,reported,0.11,0.05,0.01,reported
1192,SMC03216,2011-07-27T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.29000000000000004,0.6000000000000001,0.52,calculated,0.19,0.1,0.1,reported
1193,SMC03222,2012-07-11T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.79,0.2,0.08399999999999999,calculated,0.14,0.01,0.00083,reported
1194,SMC03234,2011-06-28T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.4,0.4,reported,0.03,0.05,0.01,reported
1195,SMC03268,2009-05-28T07:00:00Z,Grab,samplewater,1,1,Not Recorded,NA,NA,NA,6.4,4.0,2.0,reported,NA,NA,NA,NA
1196,SMC03268,2009-05-28T07:00:00Z,Grab,samplewater,1,2,Not Recorded,NA,NA,NA,8.3,4.0,2.0,reported,NA,NA,NA,NA
1197,SMC03268,2014-05-27T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,7.7,0.2,0.06,reported,2.4,0.25,0.035,reported
1198,SMC03280,2011-08-11T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.31,0.6000000000000001,0.52,calculated,0.3,0.1,0.1,reported
1199,SMC03280,2011-08-11T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,NA,NA,NA,NA,0.0,0.01,0.01,partial
1200,SMC03304,2011-06-29T19:55:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,3.1,0.1,0.074,reported,0.036,0.01,0.0014,reported
1201,SMC03401,2013-07-08T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.19,0.2,0.060000000000000005,calculated,0.028,0.01,0.00083,reported
1202,SMC03438,2012-07-02T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.47,0.2,0.08399999999999999,calculated,0.13,0.01,0.00085,partial
1203,SMC03452,2012-06-13T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.66,0.5,0.42000000000000004,calculated,0.0,0.05,0.016,reported
1204,SMC03452,2012-06-13T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.06,0.02,partial,0.0,0.02,0.01,partial
1205,SMC03510,2011-07-21T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,1.5,0.1,0.074,partial,NA,NA,NA,NA
1206,SMC03510,2011-07-21T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,7.0,0.1,0.074,reported,4.5,0.1,0.0083,reported
1207,SMC03510,2014-07-15T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,8.2,0.2,0.060000000000000005,calculated,5.7,0.5,0.07,reported
1208,SMC03510,2014-07-15T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,3.65,0.1,0.05,partial,NA,NA,NA,NA
1209,SMC03523,2013-06-11T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.43,0.2,0.060000000000000005,calculated,0.019,0.03,0.0026,reported
1210,SMC03523,2013-06-11T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,0.46,0.2,0.060000000000000005,calculated,0.021,0.03,0.0026,reported
1211,SMC03533,2010-06-01T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,3.2,0.2,0.2,reported,2.1,0.25,0.07,reported
1212,SMC03687,2010-06-02T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.5,0.2,0.2,reported,0.34,0.05,0.01,reported
1213,SMC03737,2012-07-05T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,10.0,0.2,0.08399999999999999,calculated,0.034,0.01,0.00083,reported
1214,SMC03929,2012-07-05T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.26,0.2,0.08399999999999999,calculated,0.046,0.01,0.00083,reported
1215,SMC03971,2011-07-11T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,8.1,0.2,0.08399999999999999,calculated,0.489,0.0098,0.00085,reported
1216,SMC03984,2012-06-18T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.215,0.2,0.12,calculated,0.08,0.05,0.016,reported
1217,SMC03984,2012-06-18T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.11,0.16,0.04,partial,0.02,0.02,0.01,partial
1218,SMC03988,2011-06-29T14:35:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.7,0.1,0.074,reported,0.029,0.01,0.0014,reported
1219,SMC04000,2012-07-30T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.3,0.2,0.12,calculated,0.0,0.05,0.016,reported
1220,SMC04000,2012-07-30T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.3,0.16,0.04,partial,0.0,0.05,0.016,reported
1221,SMC04008,2012-06-19T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,3.4,0.2,0.084,reported,0.036,0.01,0.0014,reported
1222,SMC04047,2009-05-14T07:00:00Z,Grab,samplewater,1,1,Not Recorded,NA,NA,NA,0.0,4.0,2.0,reported,NA,NA,NA,NA
1223,SMC04047,2009-05-14T07:00:00Z,Grab,samplewater,1,2,Not Recorded,NA,NA,NA,0.0,4.0,2.0,reported,NA,NA,NA,NA
1224,SMC04054,2009-06-03T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.8600000000000001,0.13,0.05,partial,0.162,0.05,0.016,reported
1225,SMC04054,2009-06-03T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.4000000000000001,0.5,0.46,partial,NA,NA,NA,NA
1226,SMC04121,2012-07-09T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,15.0,0.30000000000000004,0.094,calculated,0.11,0.01,0.00083,reported
1227,SMC04132,2012-06-11T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.34,0.2,0.084,reported,0.04,0.01,0.00083,reported
1228,SMC04132,2012-06-11T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,0.3,0.2,0.084,reported,0.038,0.01,0.00083,reported
1229,SMC04134,2011-07-26T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.68,0.1,0.074,partial,NA,NA,NA,NA
1230,SMC04134,2011-07-26T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.3,0.1,0.074,reported,0.2,0.01,0.00083,reported
1231,SMC04175,2009-06-11T07:00:00Z,Grab,samplewater,1,1,Not Recorded,NA,NA,NA,0.0,4.0,2.0,reported,NA,NA,NA,NA
1232,SMC04175,2009-06-11T07:00:00Z,Grab,samplewater,1,2,Not Recorded,NA,NA,NA,0.0,4.0,2.0,reported,NA,NA,NA,NA
1233,SMC04239,2009-06-11T07:00:00Z,Grab,samplewater,1,1,Not Recorded,NA,NA,NA,2.0,4.0,2.0,reported,NA,NA,NA,NA
1234,SMC04294,2013-07-11T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.40900000000000003,0.2,0.060000000000000005,calculated,0.12,0.01,0.00083,reported
1235,SMC04308,2009-06-17T07:00:00Z,Grab,samplewater,1,1,Not Recorded,NA,NA,NA,0.0,4.0,2.0,reported,NA,NA,NA,NA
1236,SMC04308,2009-06-17T07:00:00Z,Grab,samplewater,1,2,Not Recorded,NA,NA,NA,0.03,0.03,0.03,partial,NA,NA,NA,NA
1237,SMC04383,2010-06-09T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.0,0.2,0.081,partial,0.0035,0.002,0.00022,partial
1238,SMC04383,2010-06-09T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.1,0.074,reported,0.0042,0.01,0.0014,reported
1239,SMC04383,2014-05-16T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.2,0.06,reported,0.0014,0.01,0.0014,reported
1240,SMC04399,2009-06-11T07:00:00Z,Grab,samplewater,1,1,Not Recorded,NA,NA,NA,3.1,4.0,2.0,reported,NA,NA,NA,NA
1241,SMC04426,2011-07-25T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.26,0.1,0.074,partial,NA,NA,NA,NA
1242,SMC04426,2011-07-25T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.32,0.1,0.074,reported,0.016,0.01,0.00083,reported
1243,SMC04441,2013-07-18T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.69,0.2,0.060000000000000005,calculated,0.079,0.01,0.00083,reported
1244,SMC04600,2014-07-08T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.2,0.2,0.06,reported,0.3,0.01,0.00083,reported
1245,SMC04661,2011-07-18T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.42,0.1,0.074,partial,NA,NA,NA,NA
1246,SMC04661,2011-07-18T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.3,0.1,0.074,reported,0.031,0.01,0.00083,reported
1247,SMC04661,2014-07-16T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.07,0.2,0.060000000000000005,calculated,0.026,0.01,0.00083,reported
1248,SMC04661,2014-07-16T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.0,0.1,0.048,partial,0.0027,0.01,0.00083,partial
1249,SMC04682,2011-07-25T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.23,0.1,0.074,partial,NA,NA,NA,NA
1250,SMC04682,2011-07-25T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.28,0.1,0.074,reported,0.013,0.01,0.00083,reported
1251,SMC04749,2009-06-23T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,3.9,0.4,0.19,reported,0.975,0.25,0.07,reported
1252,SMC04749,2009-06-23T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.8005,0.1,0.062,partial,NA,NA,NA,NA
1253,SMC04756,2010-07-07T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,9.0,0.2,0.081,partial,0.88,0.02,0.0022,partial
1254,SMC04756,2010-07-07T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,9.0,0.1,0.074,reported,0.97,0.1,0.014,reported
1255,SMC04756,2014-05-21T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,8.2,0.2,0.06,reported,0.62,0.1,0.014,reported
1256,SMC04795,2011-07-14T15:30:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.34,0.1,0.074,reported,0.0026,0.01,0.0014,reported
1257,SMC04806,2013-07-11T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.258,0.2,0.060000000000000005,calculated,0.052,0.01,0.00083,reported
1258,SMC04932,2010-07-12T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,6.3100000000000005,0.2,0.081,partial,1.1,0.05,0.0042,partial
1259,SMC04932,2010-07-12T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,6.7,0.1,0.074,reported,1.2,0.05,0.0042,reported
1260,SMC04934,2013-07-11T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.75,0.2,0.060000000000000005,calculated,0.19,0.01,0.00083,reported
1261,SMC05017,2013-07-18T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,6.7,0.2,0.060000000000000005,calculated,0.068,0.01,0.00083,reported
1262,SMC05109,2009-06-23T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,1.3,0.4,0.19,reported,0.374,0.05,0.01,reported
1263,SMC05109,2009-06-23T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.6999,0.1,0.063,partial,NA,NA,NA,NA
1264,SMC05146,2012-07-10T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.051,0.2,0.08399999999999999,calculated,0.085,0.01,0.00083,reported
1265,SMC05165,2011-06-22T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.49,0.4,0.4,reported,0.14,0.1,0.02,reported
1266,SMC05199,2011-07-06T17:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,4.7,0.1,0.074,reported,0.011,0.01,0.0014,reported
1267,SMC05230,2012-07-02T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,3.77,0.2,0.08399999999999999,calculated,0.847,0.01,0.00085,partial
1268,SMC05296,2012-06-26T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.2,0.084,reported,0.0076,0.01,0.0014,reported
1269,SMC05332,2012-06-11T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.5,0.2,0.084,reported,0.13,0.01,0.00083,reported
1270,SMC05379,2012-06-14T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.05,0.2,0.08399999999999999,calculated,0.117,0.01,0.00085,partial
1271,SMC05402,2011-07-28T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.12,0.1,0.074,partial,NA,NA,NA,NA
1272,SMC05402,2011-07-28T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.2,0.1,0.074,reported,0.02,0.01,0.00083,reported
1273,SMC05407,2011-07-21T18:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.1,0.074,reported,0.0026,0.01,0.0014,reported
1274,SMC05423,2010-06-10T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.43,0.2,0.081,partial,0.13,0.002,0.00022,partial
1275,SMC05423,2010-06-10T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.72,0.1,0.074,reported,0.18,0.01,0.0014,reported
1276,SMC05524,2011-06-30T14:45:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,10.0,0.1,0.074,reported,0.86,0.25,0.035,reported
1277,SMC05567,2013-06-12T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.3,0.2,0.06,reported,0.013,0.01,0.0014,reported
1278,SMC05702,2010-06-07T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.55,0.1,0.074,reported,0.0,0.01,0.00083,partial
1279,SMC05702,2010-06-07T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.55,0.1,0.074,partial,0.071,0.01,0.00083,reported
1280,SMC05702,2010-06-07T07:00:00Z,Grab,samplewater,2,1,None,NA,NA,NA,0.55,0.1,0.074,reported,0.0,0.01,0.00083,partial
1281,SMC05702,2010-06-07T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,0.55,0.1,0.074,partial,0.07,0.01,0.00083,reported
1282,SMC05759,2010-06-21T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,1.571,0.2,0.081,partial,0.017,0.002,0.00022,partial
1283,SMC05759,2010-06-21T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.8,0.1,0.074,reported,0.022,0.01,0.0014,reported
1284,SMC05759,2014-05-29T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.0,0.2,0.06,reported,0.026,0.01,0.0014,reported
1285,SMC05764,2012-06-19T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,34.0,1.1,0.17,reported,1.4,0.1,0.014,reported
1286,SMC05956,2012-06-19T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,6.6,0.2,0.084,reported,1.8,0.1,0.014,reported
1287,SMC06019,2010-06-17T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,11.0,1.2000000000000002,0.274,calculated,0.13,0.03,0.0043,partial
1288,SMC06036,2012-06-11T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,6.3,0.2,0.084,reported,3.4,0.1,0.0083,reported
1289,SMC06079,2013-06-26T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.3,0.2,0.06,reported,0.047,0.01,0.0014,reported
1290,SMC06079,2013-06-26T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,0.34,0.2,0.06,reported,0.048,0.01,0.0014,reported
1291,SMC06216,2009-05-26T07:00:00Z,Grab,samplewater,1,1,Dissolved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1292,SMC06216,2009-05-26T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.2,0.2,0.15000000000000002,partial,0.0,0.1,0.05,reported
1293,SMC06298,2012-07-17T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.29000000000000004,0.2,0.08399999999999999,calculated,0.088,0.01,0.00083,reported
1294,SMC06302,2012-06-28T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.3,0.2,0.08399999999999999,calculated,0.218,0.01,0.00085,partial
1295,SMC06356,2013-06-10T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.44,0.2,0.06,reported,0.032,0.01,0.0014,reported
1296,SMC06458,2010-06-06T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,1.2,0.1,0.074,reported,0.036,0.01,0.00083,partial
1297,SMC06458,2010-06-06T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.2,0.1,0.074,partial,0.13,0.01,0.00083,reported
1298,SMC06467,2010-06-28T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.22,0.2,0.107,calculated,0.035,0.03,0.0043,partial
1299,SMC06496,2014-07-09T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.18,0.5,0.42000000000000004,calculated,0.05,0.03,0.016,reported
1300,SMC06496,2014-07-09T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,SMC06496,2014-07-09T07:00:00Z,Grab,samplewater,2,1,Total,NA,NA,NA,0.49,0.5,0.42000000000000004,calculated,0.06,0.03,0.016,reported
1302,SMC06612,2013-06-06T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,7.3,0.2,0.06,reported,2.3,0.2,0.028,reported
1303,SMC06653,2010-07-01T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,7.35,0.4,0.4,reported,1.24,0.1,0.02,reported
1304,SMC06714,2010-06-06T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,1.2,0.1,0.074,reported,0.09,0.01,0.00083,partial
1305,SMC06714,2010-06-06T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.88,0.1,0.074,partial,0.089,0.01,0.00083,reported
1306,SMC06740,2013-06-10T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.4,0.2,0.06,reported,0.043,0.01,0.0014,reported
1307,SMC06794,2012-07-18T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.22,0.2,0.08399999999999999,calculated,0.042,0.01,0.00083,reported
1308,SMC06863,2011-07-21T20:15:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.18,0.1,0.074,reported,0.0038,0.01,0.0014,reported
1309,SMC06904,2014-07-08T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.38,0.2,0.06,reported,0.049,0.01,0.00083,reported
1310,SMC06918,2012-07-16T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.96,0.2,0.08399999999999999,calculated,0.28,0.01,0.00083,reported
1311,SMC07085,2011-06-21T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,13.0,0.4,0.4,reported,0.09,0.05,0.01,reported
1312,SMC07126,2012-07-12T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.9829999999999999,0.2,0.08399999999999999,calculated,0.27,0.01,0.00083,reported
1313,SMC07828,2013-06-06T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,5.2,0.2,0.06,reported,1.6,0.1,0.014,reported
1314,SMC08068,2013-06-10T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,45.0,0.6,0.1,reported,0.19,0.01,0.0014,reported
1315,SMC08094,2012-06-28T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.67,0.2,0.08399999999999999,calculated,0.235,0.01,0.00085,partial
1316,SMC08150,2010-06-03T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,2.0,0.1,0.074,reported,0.13,0.01,0.00083,partial
1317,SMC08150,2010-06-03T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.61,0.1,0.074,partial,0.14,0.01,0.00083,reported
1318,SMC08150,2014-07-08T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.47700000000000004,0.2,0.060000000000000005,calculated,0.23,0.02,0.0028,reported
1319,SMC08150,2014-07-08T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,0.5281,0.2,0.098,partial,0.143,0.002,0.00022,partial
1320,SMC08157,2011-06-22T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.3,0.4,0.4,reported,0.01,0.05,0.01,reported
1321,SMC08157,2011-06-23T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1322,SMC08335,2010-07-07T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.21,0.2,0.081,partial,0.0068,0.002,0.00022,partial
1323,SMC08335,2010-07-07T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.34,0.1,0.074,reported,0.013,0.01,0.0014,reported
1324,SMC08414,2012-06-28T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.0,0.2,0.08399999999999999,calculated,0.651,0.01,0.00085,partial
1325,SMC08426,2010-06-08T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.67,0.1,0.074,reported,0.021,0.01,0.00083,partial
1326,SMC08426,2010-06-08T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.6,0.1,0.074,partial,0.064,0.01,0.00083,reported
1327,SMC08655,2012-06-21T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.0,0.2,0.084,reported,0.0023,0.01,0.0014,reported
1328,SMC08660,2013-06-06T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,6.6,0.2,0.06,reported,2.1,0.2,0.028,reported
1329,SMC08766,2009-05-26T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,3.1,4.0,2.0,reported,0.339,0.05,0.016,reported
1330,SMC08845,2009-06-22T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,3.2,0.5,0.25,reported,0.378,0.1,0.03,reported
1331,SMC08845,2009-06-22T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,3.143,0.2,0.12,partial,NA,NA,NA,NA
1332,SMC08845,2014-05-30T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,3.6,0.2,0.11,reported,1.4,0.5,0.14,reported
1333,SMC08845,2014-05-30T07:00:00Z,Grab,samplewater,1,2,Total,NA,NA,NA,3.705,0.5,0.299,partial,1.07,0.05,0.0028,partial
1334,SMC09091,2013-06-27T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.2,0.2,0.060000000000000005,calculated,0.16,0.03,0.0026,reported
1335,SMC09118,2013-05-22T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,1.26,0.2,0.060000000000000005,calculated,0.055,0.03,0.0026,reported
1336,SMC09162,2011-08-01T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,0.4,0.1,0.074,partial,NA,NA,NA,NA
1337,SMC09162,2011-08-01T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,0.67,0.1,0.074,reported,0.095,0.01,0.00083,reported
1338,SMC09174,2012-07-12T07:00:00Z,Grab,samplewater,1,1,Total,NA,NA,NA,2.17,0.2,0.08399999999999999,calculated,0.11,0.01,0.00083,reported
1339,SMC09286,2010-06-15T07:00:00Z,Grab,samplewater,1,1,None,NA,NA,NA,1.4000000000000001,0.1,0.074,reported,0.036,0.01,0.00083,partial
